CAPEC-55	3	CWECategory-719
CWE-108	6	CAPEC-140
#278:0	4	title_1097
title_1582	5	#1170:48
mitigation-CWE-1023-3ca27529-8e50-4e4f-9649-b96579270e5c	2	CVE-2012-6375
CWE-403	2	CVE-2006-5397
CVE-2001-1193	7	CWE-23
CVE-2019-13373	7	CWE-89
CAPEC-127	3	CWE-732
CAPEC-643	3	CWE-200
DetectionMethod-CWE-863-845dc51a-11e2-4c54-8ac6-dac04ef5e8d7	2	CVE-2002-2027
title_691	5	#1184:51
title_146	5	#1213:13
CVE-2002-1345	7	CWE-37
title_1509	5	#1181:35
title_988	5	#1198:73
CAPEC-641	0	#1167:14
CVE-2002-1484	7	CWE-441
CVE-2005-0587	7	CWE-64
CAPEC-530	0	#1185:68
CWE-20	2	CVE-2019-0708
CAPEC-151	3	CWE-287
CWE-443	2	CVE-2017-11523
CVE-2005-3153	7	CWE-158
title_519	5	#1197:75
#294:0	4	title_696
title_1137	5	#1187:0
CVE-2019-2846	7	CWE-200
CVE-2018-13906	7	CWECategory-417
title_22	5	#1185:70
CVE-2019-0157	7	CWE-20
CVE-2019-13027	7	CWE-89
CWE-451	2	CVE-2001-1410
mitigation-CWE-1023-3ca27529-8e50-4e4f-9649-b96579270e5c	6	CAPEC-154
CVE-2010-3856	7	CWECategory-264
#291:0	4	title_828
CWE-119	2	CVE-2014-9761
title_1369	5	#1191:45
CWE-79	2	CVE-2019-12250
CAPEC-511	0	#1161:63
title_1817	5	#1212:40
CVE-2003-0190	7	CWE-208
title_415	5	#1165:23
consequence-CWE-386-e7b45609-5d9a-4996-9561-418a365e7605	2	CVE-2016-4382
consequence-CWE-128-065e8f3d-3343-4052-8e9d-c6c5228a3ae4	2	CVE-2015-2852
CAPEC-328	3	CWE-200
title_1734	5	#1164:32
mitigation-CWE-329-4f837bcb-1dca-4174-8cf3-b82969e3bcd3	2	CVE-2013-5884
CWE-416	2	CVE-2018-13919
CVE-2018-20469	7	CWE-89
consequence-CWE-822-9eb26f7b-0901-428a-8e8e-aa0a8be07cb3	2	CVE-2005-3820
mitigation-CWE-430-4bc8be11-de64-48d1-b7d9-16d020c5485e	2	CVE-2012-3751
#290:0	4	title_595
CVE-2005-1894	7	CWE-96
CAPEC-176	0	#1214:47
#281:0	4	title_412
title_1172	5	#1222:2
CVE-2013-4762	7	CWE-20
mitigation-CWE-412-6437c58d-13d4-4dbb-b3a3-c18d479f270f	2	CVE-2018-0721
CVE-2018-20865	7	CWE-79
CAPEC-182	3	CWE-697
CVE-2005-0064	7	CWE-130
CVE-2004-0473	7	CWE-88
#295:0	4	title_160
CWE-20	2	CVE-2012-0113
#290:0	4	title_1822
consequence-CWE-386-e7b45609-5d9a-4996-9561-418a365e7605	2	CVE-2019-0236
CAPEC-555	0	#1195:70
CWE-602	6	CAPEC-386
CVE-2019-4173	7	CWE-200
DetectionMethod-CWE-311-e4e6d864-21d1-408b-ab41-d608eded4aa1	2	CVE-2018-14580
CVE-2019-6169	7	CWE-77
CAPEC-410	0	#1184:14
CVE-2009-0846	7	CWE-824
title_559	5	#1165:12
CAPEC-636	0	#1211:9
CAPEC-82	3	CWE-770
title_545	5	#1180:32
CWE-825	6	CAPEC-477
title_4	5	#1198:16
CVE-2005-1880	7	CWE-59
mitigation-CWE-430-4bc8be11-de64-48d1-b7d9-16d020c5485e	2	CVE-2009-2662
CVE-2008-1196	7	CWE-119
CAPEC-180	0	#1172:34
CAPEC-522	0	#1167:69
mitigation-CWE-664-3ad5a8ec-7877-45d4-9272-7aca9854e48d	2	CVE-2016-0326
CVE-2019-3895	7	CWE-284
CAPEC-3	3	CWE-180
CVE-2004-0989	7	CWE-130
title_687	5	#1187:55
#287:0	4	title_917
CVE-2019-6630	7	CWE-20
CVE-2008-5738	7	CWE-642
CWE-825	2	CVE-2002-1388
CVE-2019-11707	7	CWE-704
mitigation-CWE-119-2021d9ca-48f3-4ab6-8ad0-15304c93c416	6	CAPEC-440
CWE-311	6	CAPEC-389
CAPEC-629	0	#1192:33
title_1902	5	#1188:7
CVE-2019-10357	7	CWECategory-275
CAPEC-32	3	CWE-80
title_1872	5	#1223:23
CAPEC-412	0	#1172:21
title_19	5	#1170:64
mitigation-CWE-329-4f837bcb-1dca-4174-8cf3-b82969e3bcd3	2	CVE-2014-3084
CVE-2008-7310	7	CWE-915
mitigation-CWE-209-080f83af-2b30-45d8-bdbe-c1afe9f988c7	2	CVE-2018-0980
CAPEC-561	0	#1206:33
CAPEC-7	0	#1165:53
CAPEC-50	3	CWE-640
CVE-2019-9815	7	CWE-362
mitigation-CWE-665-5edb45d0-d54c-4060-a429-80ab3c2d406f	6	CAPEC-130
CWE-787	2	CVE-2019-2010
CVE-2011-2894	7	CWE-915
CVE-2005-2498	7	CWE-94
CAPEC-629	0	#1194:36
#278:0	4	title_1678
consequence-CWE-172-8889a409-3005-441b-a9fb-0bc88c239c8d	2	CVE-2007-0330
CAPEC-261	0	#1223:64
CVE-2019-2789	7	CWE-20
title_1936	5	#1180:54
CWE-799	2	CVE-2019-14404
title_1117	5	#1223:28
CWE-79	2	CVE-2019-6323
CAPEC-104	3	CWE-638
consequence-CWE-386-e7b45609-5d9a-4996-9561-418a365e7605	2	CVE-2013-1298
CVE-2006-4308	7	CWE-692
title_1626	5	#1217:10
CVE-2006-3211	7	CWE-82
mitigation-CWE-862-bf6006a5-75b1-4fc7-aefe-02eaf8833ed2	6	CAPEC-438
CWE-825	2	CVE-2007-6387
title_485	5	#1171:0
CAPEC-546	0	#1163:65
CAPEC-614	0	#1189:61
CVE-2002-2086	7	CWE-167
mitigation-CWE-81-b1db559b-be62-4eea-9849-8add5353a042	2	CVE-2018-18196
#284:0	4	title_164
CAPEC-21	3	CWE-602
CAPEC-641	0	#1198:69
CAPEC-1	0	#1189:71
CVE-2005-0144	7	CWE-451
CVE-2002-0253	7	CWE-41
CAPEC-83	0	#1186:73
#279:0	4	title_1420
CVE-2005-4860	7	CWE-327
title_1839	5	#1174:26
mitigation-CWE-412-6437c58d-13d4-4dbb-b3a3-c18d479f270f	6	CAPEC-192
CVE-1999-1029	7	CWE-223
CVE-2004-1670	7	CWE-34
title_318	5	#1212:53
CAPEC-457	0	#1224:63
CVE-2017-2519	7	CWE-119
title_1176	5	#1201:44
CAPEC-78	0	#1162:71
CVE-2018-16618	7	CWE-77
CAPEC-621	3	CWE-201
title_1044	5	#1193:76
title_477	5	#1222:41
title_107	5	#1183:34
mitigation-CWE-81-6032883f-75b6-4d48-9352-016d17461b63	2	CVE-2016-4590
title_797	5	#1221:14
#294:0	4	title_969
CWE-1110	2	CVE-2015-1631
CWE-444	2	CVE-2017-16930
consequence-CWE-307-a9dbbf83-b9d3-403c-8074-18457c1b7d66	2	CVE-2019-12314
CWE-200	6	CAPEC-302
mitigation-CWE-209-080f83af-2b30-45d8-bdbe-c1afe9f988c7	2	CVE-2013-4387
mitigation-CWE-329-4f837bcb-1dca-4174-8cf3-b82969e3bcd3	2	CVE-2016-4231
mitigation-CWE-234-3ef31f11-860e-4c48-bb9c-e1a0b18f20ee	6	CAPEC-474
mitigation-CWE-329-4f837bcb-1dca-4174-8cf3-b82969e3bcd3	2	CVE-2019-11826
CVE-2014-8770	7	CWE-94
CVE-2017-8336	7	CWE-119
consequence-CWE-666-689647e8-69dd-4f9a-9460-010af8f32e60	2	CVE-2012-2623
CVE-2005-0315	7	CWE-441
CAPEC-31	0	#1213:77
title_1387	5	#1173:33
title_337	5	#1174:7
CVE-2004-0421	7	CWE-125
CVE-2002-0495	7	CWE-96
CAPEC-3	0	#1224:53
CVE-2017-9390	7	CWE-79
title_604	5	#1204:0
mitigation-CWE-862-4de7b516-af07-4a72-9132-5c9c2a16529b	2	CVE-2006-6028
mitigation-CWE-664-3ad5a8ec-7877-45d4-9272-7aca9854e48d	2	CVE-2008-4843
CVE-2019-14266	7	CWE-89
CVE-2019-13472	7	CWE-79
consequence-CWE-386-e7b45609-5d9a-4996-9561-418a365e7605	2	CVE-2018-15401
#291:0	4	title_355
CAPEC-555	0	#1175:75
title_1148	5	#1197:71
title_721	5	#1161:36
CVE-2018-20784	7	CWE-400
#290:0	4	title_1700
consequence-CWE-305-70738482-496e-4b81-849f-1a443ed3daff	2	CVE-2015-4471
#297:0	4	title_452
CVE-2001-1387	7	CWE-449
CVE-2019-13032	7	CWE-476
CAPEC-477	3	CWE-319
mitigation-CWE-329-4f837bcb-1dca-4174-8cf3-b82969e3bcd3	6	CAPEC-493
title_1679	5	#1195:31
title_1956	5	#1179:13
CAPEC-461	0	#1189:42
title_1013	5	#1176:60
CAPEC-76	3	CWE-285
CAPEC-424	0	#1187:54
CVE-2019-12977	7	CWE-665
CAPEC-114	0	#1186:4
consequence-CWE-198-ca820c2d-cf39-45a8-bf1a-a0db596ad5ad	2	CVE-2019-9158
title_1118	5	#1182:1
CAPEC-244	0	#1186:61
CAPEC-78	3	CWE-74
CWE-89	2	CVE-2019-1942
CWE-166	6	CAPEC-610
CWE-20	2	CVE-2019-13574
title_1541	5	#1192:17
CWE-200	2	CVE-2019-12902
CAPEC-561	0	#1185:13
CVE-2004-2257	7	CWE-425
CAPEC-89	3	CWE-346
mitigation-CWE-384-ee030d30-83d2-486a-b22e-a9eee32099ef	2	CVE-2016-7129
title_983	5	#1193:42
consequence-CWE-23-f4d5c110-2000-470e-beea-6701728022fe	2	CVE-2018-2155
CWECategory-465	2	CVE-2011-4779
consequence-CWE-386-e7b45609-5d9a-4996-9561-418a365e7605	2	CVE-2015-5302
title_873	5	#1200:54
title_237	5	#1179:28
CVE-2002-0738	7	CWE-87
mitigation-CWE-329-4f837bcb-1dca-4174-8cf3-b82969e3bcd3	6	CAPEC-107
mitigation-CWE-760-6ecdce3f-18e2-4a6a-b9a9-c64dfb8cbca7	2	CVE-2018-5428
CAPEC-21	3	CWE-302
title_234	5	#1165:3
CAPEC-165	0	#1214:10
consequence-CWE-605-62a13255-29a3-4731-997a-c23d92ae9b87	2	CVE-2017-13807
CAPEC-518	0	#1191:35
consequence-CWE-129-fadbe1b2-0620-467d-8190-d1aac35d2e6c	2	CVE-2005-2459
CVE-2005-3148	7	CWE-708
CVE-2019-13951	7	CWE-119
CVE-2019-0086	7	CWECategory-264
CAPEC-395	0	#1169:83
CAPEC-102	0	#1224:43
#289:0	4	title_616
CAPEC-52	3	CWE-158
#289:0	4	title_573
mitigation-CWE-209-080f83af-2b30-45d8-bdbe-c1afe9f988c7	2	CVE-2019-1325
CWE-690	2	CVE-2017-11306
#287:0	4	title_509
title_813	5	#1200:72
CVE-2007-0063	7	CWE-191
CAPEC-57	0	#1180:61
title_1753	5	#1169:38
CAPEC-443	0	#1204:68
CAPEC-446	0	#1182:68
CVE-2007-0163	7	CWE-602
title_1180	5	#1206:10
CAPEC-572	0	#1183:68
CAPEC-30	0	#1213:75
CWE-825	2	CVE-1999-1598
title_1583	5	#1183:67
CAPEC-611	0	#1206:52
title_640	5	#1173:72
CAPEC-78	3	CWECategory-171
mitigation-CWE-206-6c9c42cf-37b5-4eac-91c1-6dfc01f6e0c9	2	CVE-2017-16540
title_657	5	#1180:15
CVE-2017-1000190	7	CWE-611
CWE-443	2	CVE-2018-1459
#287:0	4	title_1095
title_239	5	#1206:39
CAPEC-522	0	#1166:50
title_557	5	#1209:49
CWE-825	2	CVE-2018-16572
CAPEC-629	0	#1178:63
title_1152	5	#1189:15
#296:0	4	title_269
#296:0	4	title_270
#294:0	4	title_422
CVE-2000-0149	7	CWE-158
CWE-825	2	CVE-2011-0510
CVE-2019-13372	7	CWE-287
CWE-79	2	CVE-2019-7955
#283:0	4	title_1674
title_1362	5	#1191:22
CAPEC-561	0	#1201:66
CVE-2001-0446	7	CWE-49
CAPEC-538	0	#1211:4
CVE-2000-0168	7	CWE-67
mitigation-CWE-593-75b573fd-9498-44c1-8d24-bdc9d1b98cb3	2	CVE-2014-7302
CWE-181	6	CAPEC-78
title_17	5	#1169:37
CWE-284	2	CVE-2019-2730
CWECategory-1139	2	CVE-2009-4620
consequence-CWE-466-da1dac0a-a26a-4a66-aba8-24c8e3b7b33a	2	CVE-2010-4895
CVE-2019-2005	7	CWECategory-264
CAPEC-531	0	#1212:6
title_1251	5	#1224:24
title_1920	5	#1197:56
CVE-2014-8416	7	CWE-20
title_604	5	#1203:0
mitigation-CWE-97-64d811cb-e51c-44bf-8be2-1baecf7f551a	2	CVE-2005-2696
CVE-2007-4932	7	CWE-698
title_1457	5	#1204:17
#295:0	4	title_1671
CWE-20	2	CVE-2011-3872
CVE-2007-1213	7	CWE-824
title_632	5	#1192:28
consequence-CWE-73-4cf1d384-fc69-46ed-adf4-c2465b3dfeab	6	CAPEC-410
title_891	5	#1199:27
title_973	5	#1173:48
CWE-108	6	CAPEC-393
CAPEC-609	0	#1194:53
CWE-611	2	CVE-2019-4062
CWE-130	6	CAPEC-47
CAPEC-53	3	CWECategory-171
#295:0	4	title_1039
CVE-2000-0506	7	CWE-267
title_1509	5	#1187:35
CWE-358	6	CAPEC-387
title_1584	5	#1196:17
consequence-CWE-226-041cd012-29fd-4931-b686-a4f14d3350cc	2	CVE-2019-8838
#282:0	4	title_132
title_1768	5	#1222:74
CAPEC-158	0	#1214:43
mitigation-CWE-327-cf141d7a-89a5-4412-9d6f-533acca28d9b	2	CVE-2011-4600
title_989	5	#1161:46
CVE-2011-5325	7	CWE-22
CVE-2004-2213	7	CWE-41
title_1349	5	#1171:34
#278:0	4	title_392
CWE-108	6	CAPEC-42
CWE-443	2	CVE-2013-2076
CVE-2007-6067	7	CWE-637
consequence-CWE-602-b1bd8af2-8d78-4425-81ba-462bd85272f6	6	CAPEC-54
CVE-2009-2550	7	CWE-788
CVE-2008-2122	7	CWE-400
title_680	5	#1214:56
CAPEC-635	0	#1214:9
title_302	5	#1211:37
title_1330	5	#1189:28
mitigation-CWE-98-30187fdf-7f46-4afe-a5e3-62e1282627ad	2	CVE-2004-1436
title_879	5	#1189:19
CVE-2008-3662	7	CWE-614
#288:0	4	title_212
title_208	5	#1212:59
CVE-2003-0637	7	CWE-203
#287:0	4	title_400
title_1085	5	#1169:2
CVE-2019-7165	7	CWE-119
mitigation-CWE-90-ae4b7c54-99cf-4826-84ba-3ab571e9cc26	2	CVE-2019-3521
title_350	5	#1207:35
CWE-284	2	CVE-2019-10187
CVE-2019-2776	7	CWECategory-264
CWE-798	6	CAPEC-70
CVE-2019-0887	7	CWE-20
#286:0	4	title_594
CWE-119	2	CVE-2019-12982
title_384	5	#1178:76
title_807	5	#1215:34
CWE-89	2	CVE-2017-17871
CAPEC-180	0	#1183:70
mitigation-CWE-79-7e1eb0ec-de7e-4107-8bc1-594562191345	6	CAPEC-491
title_540	5	#1183:18
CVE-2019-14350	7	CWE-79
mitigation-CWE-410-943c7587-776b-4f37-b39e-a30d69909e34	2	CVE-2016-1687
CAPEC-100	0	#1214:9
title_1241	5	#1216:6
title_542	5	#1215:24
title_1872	5	#1224:23
CWE-476	2	CVE-2016-9572
CWE-614	2	CVE-2004-0462
CVE-2009-3620	7	CWE-665
CAPEC-537	0	#1205:28
CVE-2019-13636	7	CWE-59
#286:0	4	title_1840
title_1667	5	#1204:71
#290:0	4	title_784
title_370	5	#1202:68
CWE-271	2	CVE-2000-1213
CVE-2019-2484	7	CWECategory-264
DetectionMethod-CWE-362-fe5b399e-78d6-4821-ae40-c8ad000a409a	2	CVE-2017-8643
title_1742	5	#1179:44
CVE-2018-14867	7	CWE-284
CAPEC-114	0	#1198:2
mitigation-CWE-566-1a5b392c-f097-4745-955f-ff742b6bad91	2	CVE-2015-4297
CVE-2018-18570	7	CWE-79
title_1482	5	#1219:26
title_884	5	#1192:7
CVE-2019-11273	7	CWE-200
title_107	5	#1174:34
title_1135	5	#1201:14
CAPEC-114	0	#1190:44
CVE-2019-2752	7	CWE-284
CVE-2000-0671	7	CWE-177
CWE-1083	6	CAPEC-434
CVE-2019-7259	7	CWE-285
CAPEC-538	0	#1185:68
CVE-2001-1269	7	CWE-36
title_323	5	#1202:51
title_1259	5	#1219:4
mitigation-CWE-309-d4ad0d91-fe03-455f-aa36-c9fa5df28edb	6	CAPEC-91
CWE-406	2	CVE-2013-5211
consequence-CWE-605-62a13255-29a3-4731-997a-c23d92ae9b87	2	CVE-2018-19025
title_345	5	#1203:32
consequence-CWE-198-ca820c2d-cf39-45a8-bf1a-a0db596ad5ad	2	CVE-2009-2479
mitigation-CWE-464-7269c755-f75c-4c25-a009-11a1aba1af41	2	CVE-2008-1124
#287:0	4	title_1051
CVE-2005-2553	7	CWE-394
CVE-2019-13612	7	CWE-20
CWE-602	6	CAPEC-385
CVE-2019-2112	7	CWE-416
title_1038	5	#1224:50
mitigation-CWE-209-080f83af-2b30-45d8-bdbe-c1afe9f988c7	2	CVE-2004-1959
CVE-2019-6714	7	CWE-22
title_1346	5	#1211:28
CWE-205	2	CVE-2017-0357
CAPEC-1	0	#1174:59
CVE-2018-11775	7	CWECategory-254
CVE-2002-1848	7	CWE-317
CWE-443	2	CVE-2014-1996
CAPEC-3	3	CWE-74
CWE-119	2	CVE-2019-1010232
title_1963	5	#1215:22
mitigation-CWE-384-ee030d30-83d2-486a-b22e-a9eee32099ef	2	CVE-2018-5672
CAPEC-180	0	#1200:0
CWE-119	2	CVE-2009-0191
title_884	5	#1196:7
CAPEC-52	3	CWE-707
title_644	5	#1217:65
CWECategory-1139	2	CVE-2013-0336
CWE-77	2	CVE-2019-13152
title_304	5	#1210:21
CWE-443	2	CVE-2005-2368
CWE-941	2	CVE-1999-0513
CAPEC-642	0	#1164:6
CVE-2019-12595	7	CWE-79
CVE-2019-2729	7	CWE-284
CVE-2006-4574	7	CWE-193
CAPEC-2	0	#1165:54
consequence-CWE-198-ca820c2d-cf39-45a8-bf1a-a0db596ad5ad	2	CVE-2014-2245
title_123	5	#1163:1
CVE-2005-0202	7	CWE-23
title_9	5	#1218:32
CVE-2019-3414	7	CWE-79
consequence-CWE-605-62a13255-29a3-4731-997a-c23d92ae9b87	2	CVE-2019-8119
CWECategory-254	2	CVE-2019-0972
CWE-476	2	CVE-2019-14381
CVE-2019-5459	7	CWE-125
title_632	5	#1181:28
CVE-2008-4304	7	CWE-78
title_102	5	#1162:28
title_240	5	#1215:27
CVE-2004-1950	7	CWE-348
mitigation-CWE-38-e15fa243-7b57-40b7-a5b3-bca494197f99	2	CVE-2017-2802
title_1939	5	#1193:22
CVE-2019-13598	7	CWE-78
title_1237	5	#1191:47
CVE-2006-7049	7	CWE-628
#292:0	4	title_350
CAPEC-416	0	#1206:14
title_240	5	#1217:27
CVE-2007-0897	7	CWE-775
title_868	5	#1162:17
title_1019	5	#1162:66
CAPEC-92	0	#1192:63
#281:0	4	title_1221
CVE-2003-0429	7	CWE-130
#296:0	4	title_812
CVE-2018-11942	7	CWE-200
#294:0	4	title_274
CAPEC-75	0	#1175:4
CAPEC-507	0	#1170:6
title_662	5	#1220:45
CVE-2018-6148	7	CWE-93
consequence-CWE-307-a9dbbf83-b9d3-403c-8074-18457c1b7d66	2	CVE-2012-2924
title_1234	5	#1205:57
CVE-2017-1748	7	CWE-601
CAPEC-629	0	#1171:75
CVE-2005-2256	7	CWE-177
CAPEC-590	0	#1166:0
CVE-2003-0239	7	CWE-234
CAPEC-236	3	CWE-270
CVE-2019-1107	7	CWE-119
CAPEC-90	3	CWE-303
mitigation-CWE-509-6949bcef-1bfb-4f68-b72c-32cebc3cf962	2	CVE-2013-1709
title_975	5	#1181:69
CAPEC-1	0	#1175:2
title_278	5	#1218:44
CWE-443	2	CVE-2017-13895
CWE-770	2	CVE-2009-2726
title_965	5	#1209:29
CAPEC-625	0	#1209:72
CAPEC-71	3	CWE-176
CAPEC-31	0	#1222:64
title_159	5	#1216:75
CVE-2018-18671	7	CWE-79
CAPEC-1	0	#1176:2
CWE-20	2	CVE-2019-11708
title_1565	5	#1167:50
CVE-2019-12239	7	CWE-89
CAPEC-312	0	#1207:55
title_305	5	#1200:43
title_1219	5	#1175:12
CVE-2019-5835	7	CWE-125
CWE-20	2	CVE-2019-11499
CAPEC-31	0	#1162:2
consequence-CWE-842-7f7d38ec-b4ef-4ff0-a711-f552604f20cc	6	CAPEC-28
mitigation-CWE-329-4f837bcb-1dca-4174-8cf3-b82969e3bcd3	2	CVE-2016-4621
#294:0	4	title_1241
title_1028	5	#1220:46
CVE-2009-1699	7	CWE-611
CAPEC-101	3	CWE-74
consequence-CWE-305-70738482-496e-4b81-849f-1a443ed3daff	2	CVE-2019-4232
CVE-2009-1350	7	CWE-119
#297:0	4	title_1562
CVE-2019-0049	7	CWE-20
mitigation-CWE-664-3ad5a8ec-7877-45d4-9272-7aca9854e48d	2	CVE-2012-4719
CWECategory-1036	2	CVE-2007-3786
CVE-2013-3567	7	CWE-20
mitigation-CWE-26-e07dcb83-fc59-4d6b-8422-67bfd2a77e5f	6	CAPEC-373
title_240	5	#1219:27
title_1742	5	#1180:44
title_863	5	#1185:62
CVE-2019-14529	7	CWE-89
CWE-166	2	CVE-2008-1367
CVE-2005-1973	7	CWE-268
CWE-502	2	CVE-2019-11011
CAPEC-439	0	#1219:69
title_163	5	#1187:14
CVE-2018-6339	7	CWE-119
CAPEC-138	0	#1170:48
#278:0	4	title_1565
title_557	5	#1208:49
CWE-29	2	CVE-2019-9604
CWE-472	2	CVE-2013-4159
title_1100	5	#1173:64
CVE-2002-0862	7	CWE-295
CVE-2000-0253	7	CWE-642
title_797	5	#1214:14
CAPEC-219	3	CWE-441
CVE-2019-9212	7	CWE-184
CVE-2008-3525	7	CWE-782
#290:0	4	title_1021
mitigation-CWE-327-66a57000-55ca-48cc-9209-71bcbfbf2fec	2	CVE-2018-1838
title_704	5	#1206:55
CVE-2015-1241	7	CWE-1021
CWE-180	2	CVE-2004-2363
title_910	5	#1185:31
#290:0	4	title_1608
title_850	5	#1224:28
CWE-1087	2	CVE-2017-10314
CVE-2001-1537	7	CWE-315
CVE-2006-3791	7	CWE-789
CAPEC-387	0	#1188:35
CAPEC-457	0	#1167:6
CVE-2017-16943	7	CWE-416
CWE-772	2	CVE-2007-4103
consequence-CWE-105-c2e8566a-eb5c-4b8b-ab92-1d45e5bcde3b	2	CVE-2005-0739
CVE-2008-1203	7	CWE-778
consequence-CWE-1090-0139d2bf-9c84-44e8-abcb-cf991c4f4671	2	CVE-2009-5146
title_1928	5	#1165:39
CVE-2017-8416	7	CWE-119
consequence-CWE-804-3d79c681-b769-4435-980e-f660838c07de	6	CAPEC-263
CAPEC-70	3	CWE-262
CWE-134	2	CVE-2019-14412
CVE-2019-13991	7	CWE-74
#296:0	4	title_1295
#279:0	4	title_333
title_164	5	#1189:74
CVE-2018-11501	7	CWE-352
CAPEC-521	0	#1220:65
CVE-2019-10915	7	CWECategory-264
CVE-2008-2020	7	CWE-330
CVE-2018-17170	7	CWE-94
title_212	5	#1214:44
#290:0	4	title_987
CAPEC-87	0	#1197:66
title_1387	5	#1167:33
#279:0	4	title_126
CVE-2008-3597	7	CWE-476
CAPEC-439	0	#1186:38
title_1248	5	#1186:40
CVE-2014-2682	7	CWECategory-19
CAPEC-158	0	#1203:2
CAPEC-273	3	CWE-436
CWE-208	6	CAPEC-462
title_299	5	#1172:11
title_528	5	#1206:64
CAPEC-406	0	#1213:10
title_1671	5	#1193:31
title_1730	5	#1203:21
title_236	5	#1161:61
CVE-2005-1036	7	CWE-665
CVE-2001-1125	7	CWE-494
title_640	5	#1170:72
title_54	5	#1163:25
CAPEC-35	3	CWE-96
CWECategory-189	2	CVE-2017-9111
title_1872	5	#1220:23
CWE-193	2	CVE-2008-3225
CVE-2019-10337	7	CWE-611
CVE-2014-3852	7	CWE-1004
CAPEC-593	3	CWE-287
title_632	5	#1187:28
CVE-2007-6599	7	CWE-362
CWE-825	2	CVE-2013-3661
CWE-825	2	CVE-2018-0549
#297:0	4	title_927
consequence-CWE-85-6d653b34-7093-4d53-aa55-a753b6720d8b	2	CVE-2017-16295
CAPEC-35	3	CWE-59
CAPEC-93	0	#1200:50
mitigation-CWE-1023-3ca27529-8e50-4e4f-9649-b96579270e5c	2	CVE-2015-3247
consequence-CWE-198-ca820c2d-cf39-45a8-bf1a-a0db596ad5ad	2	CVE-2017-12152
CAPEC-35	0	#1223:63
CAPEC-537	0	#1195:44
title_1689	5	#1209:9
CAPEC-401	0	#1185:4
CAPEC-639	0	#1200:3
title_1891	5	#1170:35
CWE-443	2	CVE-2001-1479
CWE-568	2	CVE-2018-1000876
mitigation-CWE-209-080f83af-2b30-45d8-bdbe-c1afe9f988c7	2	CVE-2012-6087
title_575	5	#1189:21
mitigation-CWE-90-ae4b7c54-99cf-4826-84ba-3ab571e9cc26	2	CVE-2006-3651
CAPEC-89	0	#1224:63
CVE-2019-2345	7	CWE-362
CVE-2019-0998	7	CWECategory-264
CWE-805	6	CAPEC-100
mitigation-CWE-664-3ad5a8ec-7877-45d4-9272-7aca9854e48d	2	CVE-2002-0435
title_1406	5	#1184:48
DetectionMethod-CWE-22-1717f320-fe83-40fd-9fe3-428ea2d64bc3	2	CVE-2017-6693
#281:0	4	title_627
CVE-2004-2215	7	CWE-403
title_1434	5	#1209:74
title_62	5	#1200:2
consequence-CWE-104-84429270-7ffd-489e-9036-3b544e1d7138	2	CVE-2018-5108
#287:0	4	title_321
title_1325	5	#1169:74
CAPEC-46	0	#1192:63
